,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
1,Ushuaia,-54.8,-68.3,51.8,58,40,10.36,AR,1618710711
2,Hearst,49.6835,-83.6665,32.0,74,100,2.3,CA,1618710712
3,Hilo,19.7297,-155.09,80.6,54,75,6.91,US,1618710540
4,Jamestown,42.097,-79.2353,41.0,75,90,4.61,US,1618710457
5,Port Alfred,-33.5906,26.891,65.57,47,5,9.73,ZA,1618710648
6,Rawson,-43.3002,-65.1023,60.13,69,95,18.95,AR,1618710543
7,Nemuro,43.3236,145.575,42.8,93,75,16.11,JP,1618710712
8,Nome,64.5011,-165.4064,34.0,75,1,9.22,US,1618710713
9,Anking,30.5092,117.0506,63.88,37,100,9.4,CN,1618710713
10,Lavrentiya,65.5833,-171.0,31.86,88,70,8.81,RU,1618710713
11,Rundu,-17.9333,19.7667,58.1,57,29,6.04,NA,1618710714
12,Coquimbo,-29.9533,-71.3436,59.0,82,90,2.3,CL,1618710714
13,Qaanaaq,77.484,-69.3632,-2.38,97,100,6.6,GL,1618710651
14,Lagoa,39.05,-27.9833,60.89,90,14,18.99,PT,1618710714
15,Thunder Bay,48.4001,-89.3168,41.0,42,20,4.03,CA,1618710691
16,Saint George,37.1041,-113.5841,64.4,19,1,14.97,US,1618710662
17,Wajima,37.4,136.9,44.6,87,75,18.41,JP,1618710715
18,Témiscaming,46.7212,-79.0971,42.8,75,92,3.44,CA,1618710715
19,Saldanha,-33.0117,17.9442,64.4,36,0,9.6,ZA,1618710716
20,Carnarvon,-24.8667,113.6333,80.08,45,34,2.64,AU,1618710716
21,Ribeira Grande,38.5167,-28.7,62.01,89,23,13.4,PT,1618710717
22,Hong Kong,22.2855,114.1577,77.0,52,66,1.99,HK,1618710419
23,Rikitea,-23.1203,-134.9692,77.41,68,56,4.81,PF,1618710566
24,Barrow,71.2906,-156.7887,32.0,80,1,14.97,US,1618710717
25,Ponta do Sol,32.6667,-17.1,57.0,71,73,3.0,PT,1618710717
26,Albany,42.6001,-73.9662,44.01,76,89,2.53,US,1618710607
27,Cabo San Lucas,22.8909,-109.9124,78.8,41,1,4.61,MX,1618710481
28,Guerrero Negro,27.9769,-114.0611,59.59,78,0,20.07,MX,1618710695
29,Saskylakh,71.9167,114.0833,9.46,90,100,13.09,RU,1618710719
30,Pevek,69.7008,170.3133,26.94,84,6,17.31,RU,1618710719
31,Saint-Philippe,-21.3585,55.7679,73.4,88,75,12.66,RE,1618710594
32,Wagga Wagga,-35.1167,147.3667,64.99,55,2,4.61,AU,1618710559
33,San Miguel de Tucumán,-26.8241,-65.2226,71.6,88,75,3.44,AR,1618710720
34,Esperance,-33.8667,121.9,64.4,63,0,13.8,AU,1618710720
35,Haines Junction,60.7522,-137.5108,55.4,24,10,6.91,CA,1618710721
36,Mocuba,-16.8392,36.9856,62.06,95,55,3.33,MZ,1618710721
37,Hermanus,-34.4187,19.2345,73.99,21,0,5.99,ZA,1618710639
38,Sawākin,19.1059,37.3321,79.2,76,91,10.42,SD,1618710721
39,Bagdarin,54.4333,113.6,38.23,37,100,16.33,RU,1618710722
40,Port Elizabeth,-33.918,25.5701,53.6,94,0,5.75,ZA,1618710644
41,Busselton,-33.65,115.3333,68.0,68,0,1.99,AU,1618710722
42,Baykit,61.67,96.37,21.04,88,100,6.98,RU,1618710722
43,Margate,51.3813,1.3862,39.0,75,95,1.01,GB,1618710723
44,Xining,36.6167,101.7667,47.89,32,1,1.1,CN,1618710723
45,Souillac,-20.5167,57.5167,75.2,94,40,6.91,MU,1618710642
46,Pangnirtung,66.1451,-65.7125,-0.53,86,21,7.99,CA,1618710723
47,New Norfolk,-42.7826,147.0587,63.0,75,100,4.0,AU,1618710724
48,Alihe,50.5667,123.7167,54.01,34,0,5.03,CN,1618710724
49,Kapaa,22.0752,-159.319,75.2,60,40,12.66,US,1618710725
50,Mataura,-46.1927,168.8643,61.0,73,52,5.99,NZ,1618710725
51,Bluff,-46.6,168.3333,61.0,73,78,5.99,NZ,1618710725
52,Vitim,59.4511,112.5578,16.25,77,89,10.65,RU,1618710725
53,Norman Wells,65.282,-126.8329,50.0,34,20,10.36,CA,1618710726
54,São Filipe,14.8961,-24.4956,71.35,73,0,11.5,CV,1618710668
55,Tura,25.5198,90.2201,76.3,63,3,3.71,IN,1618710726
56,Champerico,14.3,-91.9167,71.01,93,100,9.06,GT,1618710727
57,Bhaktapur,27.6833,85.4167,57.2,88,20,2.3,NP,1618710727
58,Puerto Ayora,-0.7393,-90.3518,75.0,99,40,5.99,EC,1618710727
59,Klaksvík,62.2266,-6.589,46.4,87,100,29.93,FO,1618710727
60,Dikson,73.5069,80.5464,-10.57,98,41,2.15,RU,1618710728
61,George Town,5.4112,100.3354,86.0,83,20,2.3,MY,1618710728
62,Tuktoyaktuk,69.4541,-133.0374,26.6,86,75,10.36,CA,1618710728
63,Los Llanos de Aridane,28.6585,-17.9182,68.0,64,90,11.5,ES,1618710729
64,Yar-Sale,66.8333,70.8333,-2.47,96,57,10.45,RU,1618710675
65,Tateyama,34.9833,139.8667,64.0,51,20,23.02,JP,1618710729
66,Mar del Plata,-38.0023,-57.5575,66.99,94,90,10.36,AR,1618710493
67,Saint-Louis,16.3333,-15.0,79.79,20,0,11.12,SN,1618710730
68,Bambous Virieux,-20.3428,57.7575,75.99,94,40,6.91,MU,1618710730
69,Arraial do Cabo,-22.9661,-42.0278,75.2,83,40,13.8,BR,1618710661
70,Palana,59.1167,159.9667,31.35,92,100,15.99,RU,1618710730
71,Fortuna,40.5982,-124.1573,57.0,93,1,8.05,US,1618710616
72,Hithadhoo,-0.6,73.0833,81.95,63,90,4.03,MV,1618710731
73,Eyl,7.9803,49.8164,82.54,62,98,10.13,SO,1618710731
74,Chokurdakh,70.6333,147.9167,19.15,85,93,6.71,RU,1618710723
75,Vaini,-21.2,-175.2,80.6,65,20,6.91,TO,1618710648
76,Constitución,-35.3333,-72.4167,55.47,88,100,3.58,CL,1618710732
77,Punta Arenas,-53.15,-70.9167,50.0,76,75,6.91,CL,1618710641
78,Zhigansk,66.7697,123.3711,15.98,87,100,12.97,RU,1618710732
79,Atuona,-9.8,-139.0333,80.73,73,48,19.42,PF,1618710732
80,Acaraú,-2.8856,-40.12,77.29,87,64,10.13,BR,1618710733
81,Cockburn Town,21.4612,-71.1419,77.99,86,0,16.06,TC,1618710733
82,Cidreira,-30.1811,-50.2056,70.07,85,100,6.64,BR,1618710733
83,Lompoc,34.6391,-120.4579,55.4,71,9,14.97,US,1618710734
84,Kendari,-3.945,122.4989,84.22,68,100,3.11,ID,1618710734
85,Mamakan,57.8161,114.0028,22.42,58,100,13.27,RU,1618710734
87,Puruarán,19.1,-101.5333,68.65,31,0,3.56,MX,1618710735
88,Aklavik,68.2191,-135.0107,44.6,45,100,8.05,CA,1618710659
89,Luanda,-8.8368,13.2343,78.8,78,20,2.3,AO,1618710735
90,Vrútky,49.1133,18.9171,39.2,87,0,3.44,SK,1618710736
91,Nouadhibou,20.931,-17.0347,66.2,82,0,17.27,MR,1618710736
92,Avarua,-21.2078,-159.775,84.2,74,75,10.36,CK,1618710736
93,Huarmey,-10.0681,-78.1522,68.94,85,97,6.8,PE,1618710737
94,Tolaga Bay,-38.3667,178.3,60.17,55,52,8.01,NZ,1618710737
95,Dhārchula,29.85,80.5333,64.6,48,3,2.62,IN,1618710737
96,Alekseyevka,50.6309,38.6903,44.35,77,99,4.16,RU,1618710737
97,Kudahuvadhoo,2.6708,72.8944,82.8,66,48,8.08,MV,1618710738
98,Vung Tau,10.346,107.0843,82.89,64,93,7.27,VN,1618710589
99,Kitaibaraki,36.7833,140.75,51.8,66,75,16.11,JP,1618710738
100,Kabanjahe,3.1001,98.4908,80.6,89,40,4.61,ID,1618710738
101,Takaka,-40.85,172.8,64.0,70,0,7.0,NZ,1618710739
102,Ilulissat,69.2167,-51.1,8.6,61,75,14.97,GL,1618710666
103,Bitung,1.4451,125.1824,89.6,58,20,6.91,ID,1618710739
104,Torbay,47.6666,-52.7314,35.01,100,90,20.71,CA,1618710740
105,Gimli,50.6336,-96.9907,42.8,52,100,9.22,CA,1618710740
106,Salta,-24.7859,-65.4117,66.0,94,40,1.1,AR,1618710740
107,Bengkulu,-3.8004,102.2655,79.21,76,98,1.5,ID,1618710741
108,Yining,29.0361,114.5636,58.55,76,100,1.74,CN,1618710741
109,Juneau,58.3019,-134.4197,68.0,34,75,9.22,US,1618710741
110,Hobart,-42.8794,147.3294,63.0,51,75,16.11,AU,1618710569
111,Airai,-8.9266,125.4092,72.68,54,62,4.09,TL,1618710637
112,Waipawa,-41.4122,175.5153,64.4,48,6,14.97,NZ,1618710742
113,Portland,45.5234,-122.6762,84.2,14,1,6.91,US,1618710335
114,Labuhan,-6.8844,112.2051,82.74,73,91,2.91,ID,1618710742
115,Maragogi,-9.0122,-35.2225,76.42,83,87,4.25,BR,1618710599
116,Lorengau,-2.0226,147.2712,84.16,68,85,7.49,PG,1618710743
117,Sinegor'ye,62.0788,150.477,29.17,74,99,10.49,RU,1618710743
118,Cape Town,-33.9258,18.4232,73.99,82,0,6.91,ZA,1618710743
119,Aberdeen,57.1437,-2.0981,41.0,87,42,8.05,GB,1618710457
120,Port Hardy,50.6996,-127.4199,66.2,45,1,8.05,CA,1618710744
121,Lata,40.1629,-8.3327,55.99,87,100,3.02,PT,1618710744
122,Lethem,3.3803,-59.7968,78.58,69,39,9.75,GY,1618710744
123,Abhā,18.2164,42.5053,53.6,82,20,5.75,SA,1618710685
124,Laurel,39.0993,-76.8483,53.6,81,1,3.49,US,1618710557
125,Bredasdorp,-34.5322,20.0403,46.4,93,0,4.61,ZA,1618710649
126,Nikolskoye,59.7035,30.7861,42.8,45,0,8.95,RU,1618710745
127,Gaya,24.7833,85.0,86.47,27,34,5.39,IN,1618710684
128,San Patricio,28.017,-97.5169,64.4,72,90,5.75,US,1618710646
129,Sur,22.5667,59.5289,82.04,50,68,3.6,OM,1618710745
130,Lebu,-37.6167,-73.65,55.04,90,100,5.5,CL,1618710746
131,Fershampenuaz,53.5202,59.8117,42.35,61,8,8.12,RU,1618710746
132,Scărişoara,44.0,24.5667,45.0,93,90,6.91,RO,1618710746
133,Clyde River,70.4692,-68.5914,6.8,85,90,10.36,CA,1618710661
134,Meaford,44.6001,-80.583,42.01,79,100,3.0,CA,1618710747
135,Talnakh,69.4865,88.3972,-12.15,89,42,0.85,RU,1618710715
136,Peniche,39.3558,-9.3811,55.0,91,100,1.59,PT,1618710747
137,Egvekinot,66.3167,-179.1667,28.08,99,100,12.01,RU,1618710692
138,Marzuq,14.4,46.4667,66.22,36,1,3.71,YE,1618710747
139,Kilindoni,-7.9139,39.6668,78.87,83,61,21.9,TZ,1618710748
140,Kavieng,-2.5744,150.7967,83.43,74,57,10.42,PG,1618710748
141,Thanh Hoa,19.8,105.7667,75.87,80,99,2.19,VN,1618710748
142,Safi,32.2994,-9.2372,60.19,89,4,10.92,MA,1618710749
143,Gomel,52.4345,30.9754,48.99,93,90,8.95,BY,1618710749
144,Tommot,58.9564,126.2925,30.74,63,100,6.6,RU,1618710749
145,East London,-33.0153,27.9116,62.71,44,8,8.01,ZA,1618710655
146,Dunedin,-45.8742,170.5036,62.01,56,96,1.99,NZ,1618710750
147,Chui,-33.6971,-53.4616,63.66,90,56,4.9,UY,1618710680
148,Mossamedes,-15.1961,12.1522,82.02,65,1,4.43,AO,1618710750
149,Hasaki,35.7333,140.8333,68.0,39,20,17.27,JP,1618710681
150,Curup,-3.4667,102.5333,73.13,83,88,2.17,ID,1618710751
151,Thompson,55.7435,-97.8558,28.4,69,90,13.8,CA,1618710751
152,Nara,34.6851,135.8049,57.99,54,20,17.27,JP,1618710751
153,Dwārka,22.2394,68.9678,79.97,76,77,10.07,IN,1618710751
154,Bandar,2.05,99.75,80.94,69,98,0.92,ID,1618710752
155,Nanortalik,60.1432,-45.2371,25.34,55,0,26.87,GL,1618710752
156,Alofi,-19.0595,-169.9187,84.2,65,7,3.44,NU,1618710691
157,Jalu,29.0331,21.5482,77.29,27,20,10.85,LY,1618710752
158,La Ronge,55.1001,-105.2842,39.2,56,94,13.8,CA,1618710753
159,Mezen',65.8522,44.24,23.68,81,23,4.85,RU,1618710753
160,Tuatapere,-46.1333,167.6833,61.0,73,74,5.99,NZ,1618710753
161,Maceió,-9.6658,-35.7353,73.4,94,75,10.36,BR,1618710754
162,Kuril'sk,45.2333,147.8833,38.44,95,100,17.85,RU,1618710754
163,Kiryat Gat,31.61,34.7642,68.0,36,5,4.45,IL,1618710712
164,Kavaratti,10.5669,72.642,83.95,68,3,5.86,IN,1618710755
165,Makat,47.6469,53.3463,58.95,63,95,16.89,KZ,1618710755
166,Aksu,41.1231,80.2644,61.38,24,88,3.8,CN,1618710755
167,Tasiilaq,65.6145,-37.6368,23.0,86,90,2.39,GL,1618710755
168,Vila Franca do Campo,37.7167,-25.4333,62.6,94,75,6.91,PT,1618710756
169,Kailua,21.4022,-157.7394,82.4,64,75,12.66,US,1618710756
170,Deputatsky,69.3,139.9,17.42,74,100,19.28,RU,1618710756
171,Awjilah,29.1081,21.2869,77.58,27,45,10.98,LY,1618710757
172,Hamilton,39.1834,-84.5333,48.0,87,1,3.44,US,1618710757
173,Narsaq,60.9167,-46.05,23.0,50,20,2.3,GL,1618710757
174,Denpasar,-8.65,115.2167,84.2,79,20,2.3,ID,1618710656
175,Severo-Kuril'sk,50.6789,156.125,38.48,60,100,7.67,RU,1618710758
176,Provideniya,64.3833,-173.3,32.47,89,81,5.7,RU,1618710758
177,Kaitangata,-46.2817,169.8464,57.99,71,52,4.0,NZ,1618710674
178,Olafsvik,64.8945,-23.7142,36.88,62,100,15.43,IS,1618710758
179,Sinnamary,5.3833,-52.95,77.85,79,78,13.31,GF,1618710759
180,Scarborough,54.2797,-0.4044,36.0,84,100,3.47,GB,1618710759
181,Suntar,62.1444,117.6319,17.06,67,100,13.53,RU,1618710759
182,Port Lincoln,-34.7333,135.8667,65.41,49,16,4.76,AU,1618710760
183,Kjøllefjord,70.9457,27.3465,34.84,80,50,11.74,NO,1618710760
184,São João da Barra,-21.6403,-41.0511,75.38,82,100,12.88,BR,1618710760
185,Makakilo City,21.3469,-158.0858,82.4,54,90,8.05,US,1618710760
186,Leningradskiy,69.3833,178.4167,35.22,82,100,8.14,RU,1618710761
187,Vuktyl,63.8567,57.3094,19.96,80,81,10.76,RU,1618710761
188,Dingle,10.9995,122.6711,86.65,53,100,15.66,PH,1618710761
189,Grand Gaube,-20.0064,57.6608,75.99,84,38,3.0,MU,1618710762
190,Ostrovnoy,68.0531,39.5131,28.09,80,100,7.38,RU,1618710649
191,Galveston,29.3669,-94.9669,63.0,72,90,19.57,US,1618710762
192,Bathsheba,13.2167,-59.5167,78.8,65,20,18.41,BB,1618710762
193,Bethel,41.3712,-73.414,48.2,57,90,3.27,US,1618710763
194,Coatesville,39.9832,-75.8238,52.0,66,90,4.61,US,1618710750
195,Baracoa,20.3467,-74.4958,76.39,78,0,4.99,CU,1618710763
196,Siparia,10.1333,-61.5,79.0,88,78,12.41,TT,1618710763
197,Batagay-Alyta,67.8006,130.4114,19.71,80,100,2.19,RU,1618710764
198,Stephenville,32.2207,-98.2023,52.0,76,90,4.61,US,1618710764
199,Yichang,30.7144,111.2847,58.14,79,100,2.06,CN,1618710764
200,Zavodouspenskoye,56.8626,65.0155,39.2,52,0,11.18,RU,1618710765
201,Mount Gambier,-37.8333,140.7667,62.6,77,90,12.66,AU,1618710765
202,Spearfish,44.4908,-103.8594,43.0,45,75,5.75,US,1618710765
203,The Valley,18.217,-63.0578,80.6,83,40,6.91,AI,1618710645
204,Castro,-24.7911,-50.0119,57.0,94,5,2.44,BR,1618710766
205,Puerto Escondido,15.85,-97.0667,79.79,66,5,9.4,MX,1618710766
206,Codrington,-38.2667,141.9667,63.37,67,86,11.79,AU,1618710766
207,Boyolangu,-8.1181,111.8935,82.44,72,100,2.91,ID,1618710767
208,Kholodnyy,62.7167,147.95,25.77,79,100,18.66,RU,1618710767
209,Distrikt Brokopondo,4.75,-55.1667,75.13,86,72,8.93,SR,1618710767
210,Okha,53.5739,142.9478,35.82,96,73,5.28,RU,1618710768
211,Carbonia,39.1672,8.5222,46.0,87,20,2.3,IT,1618710768
212,Santa Isabel,-23.3156,-46.2214,69.8,88,75,4.61,BR,1618710768
213,Geraldton,-28.7667,114.6,77.0,27,0,6.91,AU,1618710769
214,Taseyevo,57.2169,94.8978,25.65,70,100,8.77,RU,1618710769
215,Korčula,42.9622,17.1369,44.6,100,75,2.3,HR,1618710769
216,Paamiut,61.994,-49.6678,12.9,62,3,9.08,GL,1618710770
217,Semey,50.4111,80.2275,35.6,87,0,6.71,KZ,1618710770
218,Cap Malheureux,-19.9842,57.6142,75.99,84,42,3.0,MU,1618710670
219,Norfolk,42.1668,-71.2495,44.6,76,90,2.57,US,1618710599
220,Codajás,-3.8367,-62.0569,73.15,97,99,2.1,BR,1618710770
221,Collie,-33.3667,116.15,70.21,43,1,5.19,AU,1618710771
222,Vardø,70.3705,31.1107,34.59,89,40,11.32,NO,1618710771
223,Ahipara,-35.1667,173.1667,62.71,55,100,6.62,NZ,1618710771
224,Hukuntsi,-24.0,21.75,64.45,65,100,11.86,BW,1618710772
225,Tiksi,71.6872,128.8694,8.87,82,100,7.83,RU,1618710772
226,Richards Bay,-28.783,32.0377,60.26,75,0,9.53,ZA,1618710772
227,Okhotsk,59.3833,143.3,28.96,94,100,7.14,RU,1618710773
228,Sangmélima,2.9333,11.9833,68.0,99,100,2.51,CM,1618710773
229,Sarangani,5.4033,125.4636,83.61,78,87,23.22,PH,1618710773
230,Izhma,65.0083,53.9113,19.76,84,100,8.59,RU,1618710773
231,Sambava,-14.2667,50.1667,75.72,87,55,6.24,MG,1618710774
232,Saint Paul Harbor,57.79,-152.4072,42.8,81,90,4.61,US,1618710678
233,Hīt,33.6416,42.8251,75.07,19,1,7.2,IQ,1618710774
234,Copiapó,-27.3667,-70.3333,59.0,82,90,5.75,CL,1618710775
235,Ossora,59.2353,163.0719,32.72,83,9,4.16,RU,1618710775
236,Nishihara,26.1842,127.7558,69.8,46,40,18.41,JP,1618710775
237,Kodīnar,20.7903,70.7031,79.05,69,0,9.48,IN,1618710776
238,Kumo,10.0447,11.2122,77.86,68,100,11.79,NG,1618710776
239,Mirny,62.5353,113.9611,11.98,77,100,14.2,RU,1618710776
240,Campo Maior,-4.8278,-42.1686,73.87,90,100,0.63,BR,1618710777
241,Östersund,63.1792,14.6357,33.8,75,19,1.14,SE,1618710777
242,Serenje,-13.2325,30.2352,55.8,88,100,11.05,ZM,1618710777
243,Katsuura,35.1333,140.3,68.0,39,0,11.99,JP,1618710778
244,San Salvo,42.0433,14.7272,44.01,62,100,1.01,IT,1618710778
245,Dibulla,11.2725,-73.3091,78.73,86,87,3.09,CO,1618710778
246,Iqaluit,63.7506,-68.5145,14.0,73,75,2.3,CA,1618710729
247,Kwinana,-32.25,115.7667,73.99,43,82,1.14,AU,1618710779
248,Verkhoyansk,67.5447,133.385,19.13,82,100,3.22,RU,1618710779
249,Mount Isa,-20.7333,139.5,80.6,28,0,12.66,AU,1618710779
250,Yellowknife,62.456,-114.3525,34.0,74,75,11.39,CA,1618710780
251,Carnot,4.9409,15.8665,69.69,93,100,2.24,CF,1618710780
252,Ballina,-28.8667,153.5667,68.0,68,75,13.8,AU,1618710780
253,Salalah,17.0151,54.0924,77.0,50,0,3.44,OM,1618710781
254,Puerto Madero,14.7208,-92.4215,84.2,79,75,6.91,MX,1618710781
255,Shimoda,34.6667,138.95,66.0,51,20,23.02,JP,1618710781
256,Ayorou,14.7308,0.9174,89.87,30,100,13.42,NE,1618710782
257,Wekiva Springs,28.6986,-81.4256,78.01,78,100,4.72,US,1618710782
258,Aberystwyth,52.4155,-4.0829,33.01,92,100,4.03,GB,1618710782
259,Camocim,-2.9022,-40.8411,76.19,91,20,9.44,BR,1618710783
260,Butaritari,3.0707,172.7902,82.22,77,99,9.33,KI,1618710663
261,Faanui,-16.4833,-151.75,82.2,72,45,7.07,PF,1618710783
262,Shelbyville,35.4834,-86.4603,51.8,71,1,4.61,US,1618710783
263,Khatanga,71.9667,102.5,0.95,91,100,13.31,RU,1618710784
264,Yaan,7.3833,8.5667,78.01,81,100,8.05,NG,1618710784
265,Manzanillo,20.3433,-77.1167,78.62,67,0,1.54,CU,1618710784
266,Evensk,61.95,159.2333,26.15,88,100,13.42,RU,1618710785
267,Kuytun,54.3419,101.5036,25.66,53,9,2.01,RU,1618710785
268,San Cristobal,7.7669,-72.225,68.36,80,69,2.86,VE,1618710785
269,Posse,-14.0931,-46.3694,70.81,54,52,2.68,BR,1618710786
270,Severnyy,50.677,36.5532,42.8,93,0,4.47,RU,1618710786
271,Itaguaçu,-19.8019,-40.8556,67.89,96,84,2.59,BR,1618710786
272,Lingao,19.9103,109.6859,80.04,75,78,10.47,CN,1618710787
273,Khandyga,62.6667,135.6,28.69,72,93,10.47,RU,1618710787
